loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-12773,BR-21673,HOME,2020-10-31,2040-10-31,50000,36000,7.4,240,KA,VEHICLE,D,10+,VERY_HIGH,30+ DPD,15,ServicerB,2026-05-27,2026-03-23,AVAILABLE,ORIGINATION_SYSTEM
LN-12774,BR-22640,AUTO,2022-08-31,2037-08-31,150000,139500,5.63,180,DL,DEBT_CONSOLIDATION,C,4-6,MEDIUM,CURRENT,0,ServicerC,2026-04-09,2026-03-15,MISSING,MANUAL_UPLOAD
LN-12775,BR-20266,HOME,2019-12-30,2020-12-30,150000,111000,11.74,12,WB,HOME_IMPROVEMENT,A,<1,LOW,CURRENT,0,ServicerB,2025-08-18,2026-05-03,AVAILABLE,MANUAL_UPLOAD
LN-12776,BR-20947,BUSINESS,2024-10-25,2029-10-25,100000,68000,9.97,60,KL,DEBT_CONSOLIDATION,D,7-10,HIGH,60+ DPD,45,ServicerA,2025-08-21,2026-02-18,AVAILABLE,ORIGINATION_SYSTEM
LN-12777,BR-23613,PERSONAL,2021-08-30,2031-08-30,300000,195000,7.55,120,GJ,HOME_IMPROVEMENT,A,4-6,VERY_HIGH,30+ DPD,30,ServicerA,2026-05-18,2026-07-01,MISSING,MANUAL_UPLOAD
LN-12778,BR-20467,EDUCATION,2024-12-08,2034-12-08,50000,28500,6.51,120,PB,VEHICLE,B,10+,MEDIUM,CURRENT,0,ServicerB,2025-05-22,2026-02-18,PENDING,SERVICING_SYSTEM
LN-12779,BR-22029,AUTO,2018-07-18,2020-07-18,1000000,610000,15.57,24,UP,WORKING_CAPITAL,B,4-6,VERY_HIGH,CURRENT,0,ServicerC,2025-07-15,2026-04-28,MISSING,ORIGINATION_SYSTEM
LN-12780,BR-21092,HOME,2019-03-06,2024-03-06,100000,57000,12.89,60,UP,HOME_IMPROVEMENT,C,4-6,MEDIUM,90+ DPD,90,ServicerB,2025-12-23,2026-03-19,PENDING,SERVICING_SYSTEM
LN-12781,BR-22901,EDUCATION,2020-10-22,2021-10-22,50000,26000,16.14,12,HR,WORKING_CAPITAL,C,7-10,HIGH,CURRENT,0,ServicerA,2025-11-01,2026-05-19,AVAILABLE,MANUAL_UPLOAD
LN-12782,BR-22886,EDUCATION,2020-06-16,2050-06-16,500000,325000,16.23,360,GJ,WORKING_CAPITAL,C,<1,LOW,90+ DPD,90,ServicerC,2026-01-10,2026-08-13,AVAILABLE,ORIGINATION_SYSTEM
LN-12783,BR-21654,PERSONAL,2021-05-30,2023-05-30,150000,15000,10.44,24,GJ,WORKING_CAPITAL,E,10+,MEDIUM,60+ DPD,60,ServicerC,2025-04-10,2026-05-01,PENDING,SERVICING_SYSTEM
LN-12784,BR-21619,BUSINESS,2019-10-05,2026-10-05,50000,29500,10.61,84,PB,VEHICLE,E,7-10,VERY_HIGH,CURRENT,0,ServicerB,2026-02-01,2026-03-30,AVAILABLE,MANUAL_UPLOAD
LN-12785,BR-21831,BUSINESS,2021-02-16,2025-02-16,750000,165000,15.18,48,MH,WORKING_CAPITAL,B,4-6,LOW,CURRENT,0,ServicerA,2025-12-04,2026-03-22,AVAILABLE,ORIGINATION_SYSTEM
LN-12786,BR-20498,BUSINESS,2019-12-11,2023-12-11,500000,155000,7.54,48,DL,EDUCATION,B,7-10,LOW,CURRENT,0,ServicerA,2025-03-25,2026-02-27,MISSING,MANUAL_UPLOAD
LN-12787,BR-21578,HOME,2022-04-14,2026-04-14,50000,20500,12.12,48,MP,WORKING_CAPITAL,E,1-3,LOW,CURRENT,0,ServicerA,2025-09-09,2026-05-10,AVAILABLE,ORIGINATION_SYSTEM
LN-12788,BR-23798,EDUCATION,2023-08-01,2025-08-01,1000000,770000,12.03,24,AP,DEBT_CONSOLIDATION,C,7-10,LOW,90+ DPD,90,ServicerB,2025-01-18,2026-07-13,MISSING,MANUAL_UPLOAD
LN-12789,BR-22622,PERSONAL,2019-08-16,2025-08-16,300000,189000,17.37,72,DL,DEBT_CONSOLIDATION,D,4-6,MEDIUM,90+ DPD,120,ServicerC,2025-09-22,2026-05-24,MISSING,ORIGINATION_SYSTEM
LN-12790,BR-21893,BUSINESS,2023-09-27,2024-09-27,750000,90000,13.84,12,TN,VEHICLE,D,7-10,VERY_HIGH,CURRENT,0,ServicerC,2025-03-01,2026-02-14,PENDING,SERVICING_SYSTEM
LN-12791,BR-22791,HOME,2019-03-07,2020-03-07,200000,30000,10.48,12,TS,EDUCATION,E,<1,MEDIUM,30+ DPD,15,ServicerB,2025-04-28,2026-03-12,MISSING,MANUAL_UPLOAD
LN-12792,BR-20768,EDUCATION,2020-05-07,2030-05-07,300000,246000,17.16,120,RJ,VEHICLE,B,1-3,LOW,CURRENT,0,ServicerB,2025-03-27,2026-04-17,AVAILABLE,MANUAL_UPLOAD
LN-12793,BR-23104,HOME,2020-05-06,2022-05-06,150000,100500,6.88,24,WB,VEHICLE,D,7-10,MEDIUM,CURRENT,0,ServicerB,2025-03-01,2026-04-10,MISSING,ORIGINATION_SYSTEM
LN-12794,BR-22108,AUTO,2018-12-04,2033-12-04,500000,85000,14.67,180,UP,WORKING_CAPITAL,B,1-3,HIGH,CURRENT,0,ServicerC,2025-11-26,2026-05-23,MISSING,ORIGINATION_SYSTEM
LN-12795,BR-23712,PERSONAL,2022-01-24,2023-01-24,100000,28000,13.09,12,RJ,WORKING_CAPITAL,C,<1,MEDIUM,90+ DPD,120,ServicerC,2025-04-05,2026-04-04,MISSING,ORIGINATION_SYSTEM
LN-12796,BR-22891,PERSONAL,2021-01-01,2024-01-01,50000,23000,8.59,36,HR,HOME_IMPROVEMENT,B,<1,MEDIUM,30+ DPD,15,ServicerA,2026-06-18,2026-02-25,MISSING,SERVICING_SYSTEM
LN-12797,BR-21358,PERSONAL,2023-05-15,2027-05-15,500000,355000,12.29,48,MH,DEBT_CONSOLIDATION,A,10+,HIGH,30+ DPD,15,ServicerC,2025-12-31,2026-08-06,AVAILABLE,SERVICING_SYSTEM
LN-12798,BR-23921,PERSONAL,2022-08-04,2026-08-04,500000,355000,12.13,48,RJ,VEHICLE,B,10+,LOW,CURRENT,0,ServicerC,2025-09-24,2026-03-30,AVAILABLE,ORIGINATION_SYSTEM
LN-12799,BR-20059,AUTO,2022-07-04,2032-07-04,75000,48750,11.47,120,RJ,WORKING_CAPITAL,E,<1,VERY_HIGH,90+ DPD,90,ServicerC,2025-07-29,2026-05-09,PENDING,MANUAL_UPLOAD
LN-12800,BR-22811,HOME,2022-10-31,2025-10-31,50000,14500,11.76,36,PB,VEHICLE,E,7-10,LOW,30+ DPD,30,ServicerA,2026-06-25,2026-03-06,MISSING,MANUAL_UPLOAD
LN-12801,BR-23881,AUTO,2021-05-31,2028-05-31,750000,495000,11.87,84,PB,WORKING_CAPITAL,A,<1,LOW,CURRENT,0,ServicerC,2025-01-11,2026-06-15,PENDING,SERVICING_SYSTEM
LN-12802,BR-20142,AUTO,2024-03-03,2025-03-03,50000,42500,6.08,12,MH,EDUCATION,A,7-10,VERY_HIGH,30+ DPD,30,ServicerC,2025-04-12,2026-02-01,MISSING,MANUAL_UPLOAD
LN-12803,BR-23908,EDUCATION,2018-11-29,2019-11-29,100000,17000,10.27,12,GJ,VEHICLE,B,7-10,HIGH,30+ DPD,15,ServicerA,2026-02-06,2026-05-30,AVAILABLE,SERVICING_SYSTEM
LN-12804,BR-20379,BUSINESS,2022-01-18,2025-01-18,50000,44000,15.49,36,TN,HOME_IMPROVEMENT,C,10+,LOW,60+ DPD,45,ServicerC,2026-01-10,2026-03-21,AVAILABLE,MANUAL_UPLOAD
LN-12805,BR-20059,HOME,2019-12-04,2025-12-04,300000,78000,10.21,72,MP,HOME_IMPROVEMENT,C,<1,HIGH,30+ DPD,30,ServicerB,2026-03-02,2026-08-15,MISSING,ORIGINATION_SYSTEM
LN-12806,BR-20076,BUSINESS,2025-01-25,2045-01-25,250000,107500,15.13,240,UP,DEBT_CONSOLIDATION,B,<1,MEDIUM,CURRENT,0,ServicerC,2026-02-13,2026-06-23,PENDING,ORIGINATION_SYSTEM
LN-12807,BR-23941,BUSINESS,2021-04-02,2036-04-02,750000,315000,7,180,GJ,DEBT_CONSOLIDATION,C,<1,LOW,CURRENT,0,ServicerA,2025-04-09,2026-02-14,PENDING,MANUAL_UPLOAD
LN-12808,BR-22753,EDUCATION,2018-07-03,2028-07-03,500000,315000,10.17,120,HR,VEHICLE,A,<1,LOW,CURRENT,0,ServicerC,2026-04-06,2026-02-24,AVAILABLE,SERVICING_SYSTEM
LN-12809,BR-22972,HOME,2019-07-09,2025-07-09,150000,42000,7.41,72,DL,HOME_IMPROVEMENT,D,7-10,MEDIUM,CURRENT,0,ServicerA,2025-04-20,2026-08-04,MISSING,SERVICING_SYSTEM
LN-12810,BR-23381,HOME,2025-03-02,2040-03-02,75000,23250,14.54,180,RJ,VEHICLE,A,4-6,MEDIUM,CURRENT,0,ServicerA,2025-11-14,2026-03-27,AVAILABLE,MANUAL_UPLOAD
LN-12811,BR-22094,BUSINESS,2018-09-18,2023-09-18,150000,135000,5.24,60,HR,VEHICLE,C,<1,HIGH,60+ DPD,45,ServicerC,2025-09-01,2026-05-06,MISSING,ORIGINATION_SYSTEM
LN-12812,BR-22084,BUSINESS,2018-10-30,2038-10-30,75000,11250,7.76,240,UP,WORKING_CAPITAL,A,7-10,MEDIUM,CURRENT,0,ServicerC,2025-03-16,2026-02-01,PENDING,ORIGINATION_SYSTEM
LN-12813,BR-22825,EDUCATION,2020-10-15,2026-10-15,100000,74000,14.94,72,PB,EDUCATION,D,7-10,VERY_HIGH,CURRENT,0,ServicerC,2026-03-24,2026-04-18,MISSING,MANUAL_UPLOAD
LN-12814,BR-23507,HOME,2020-09-18,2022-09-18,250000,170000,14.49,24,AP,VEHICLE,C,1-3,VERY_HIGH,CURRENT,0,ServicerC,2025-06-09,2026-06-25,PENDING,MANUAL_UPLOAD
LN-12815,BR-20988,BUSINESS,2019-03-03,2026-03-03,150000,90000,9.56,84,WB,DEBT_CONSOLIDATION,C,10+,MEDIUM,90+ DPD,90,ServicerB,2026-05-26,2026-02-16,PENDING,ORIGINATION_SYSTEM
LN-12816,BR-20580,AUTO,2018-07-21,2028-07-21,750000,675000,11.07,120,WB,DEBT_CONSOLIDATION,E,7-10,HIGH,CURRENT,0,ServicerB,2025-06-22,2026-06-29,MISSING,MANUAL_UPLOAD
LN-12817,BR-23037,EDUCATION,2018-02-15,2022-02-15,300000,243000,15.18,48,MP,VEHICLE,A,10+,MEDIUM,CURRENT,0,ServicerB,2025-03-14,2026-08-13,AVAILABLE,ORIGINATION_SYSTEM
LN-12818,BR-22873,BUSINESS,2018-09-22,2028-09-22,75000,68250,15.77,120,KL,EDUCATION,B,4-6,MEDIUM,90+ DPD,120,ServicerC,2025-07-11,2026-03-28,AVAILABLE,ORIGINATION_SYSTEM
LN-12819,BR-22175,EDUCATION,2021-03-25,2027-03-25,750000,607500,7.41,72,TS,EDUCATION,A,<1,HIGH,60+ DPD,45,ServicerA,2025-08-23,2026-06-16,PENDING,MANUAL_UPLOAD
LN-12820,BR-22006,HOME,2023-08-05,2026-08-05,150000,12000,12.55,36,MH,DEBT_CONSOLIDATION,C,1-3,VERY_HIGH,CURRENT,0,ServicerB,2025-02-16,2026-02-27,MISSING,MANUAL_UPLOAD
LN-12821,BR-23423,EDUCATION,2021-06-14,2025-06-14,250000,217500,7.82,48,DL,EDUCATION,C,4-6,HIGH,30+ DPD,15,ServicerB,2026-07-19,2026-07-22,AVAILABLE,SERVICING_SYSTEM
LN-12822,BR-22117,HOME,2018-10-02,2020-10-02,75000,47250,7.78,24,GJ,HOME_IMPROVEMENT,E,10+,MEDIUM,30+ DPD,15,ServicerC,2025-04-18,2026-08-02,PENDING,ORIGINATION_SYSTEM
LN-12823,BR-22608,EDUCATION,2024-10-27,2034-10-27,50000,5000,7.59,120,UP,WORKING_CAPITAL,C,1-3,LOW,90+ DPD,120,ServicerC,2025-12-08,2026-06-30,AVAILABLE,ORIGINATION_SYSTEM
LN-12824,BR-23571,EDUCATION,2022-12-23,2032-12-23,300000,96000,13.91,120,RJ,HOME_IMPROVEMENT,A,7-10,LOW,CURRENT,0,ServicerA,2025-04-19,2026-05-17,MISSING,MANUAL_UPLOAD
LN-12825,BR-23830,PERSONAL,2019-06-14,2039-06-14,150000,130500,6.69,240,UP,EDUCATION,C,10+,VERY_HIGH,60+ DPD,60,ServicerC,2025-06-16,2026-08-12,AVAILABLE,MANUAL_UPLOAD
LN-12826,BR-23797,BUSINESS,2023-12-15,2029-12-15,500000,60000,10.01,72,BR,HOME_IMPROVEMENT,A,7-10,HIGH,CURRENT,0,ServicerC,2026-06-18,2026-06-24,MISSING,SERVICING_SYSTEM
LN-12827,BR-23769,AUTO,2025-01-15,2029-01-15,75000,22500,12.46,48,KA,WORKING_CAPITAL,E,4-6,LOW,CURRENT,0,ServicerC,2025-04-05,2026-07-27,PENDING,MANUAL_UPLOAD
LN-12828,BR-23689,EDUCATION,2023-09-18,2053-09-18,500000,385000,7.8,360,TS,DEBT_CONSOLIDATION,A,1-3,VERY_HIGH,30+ DPD,15,ServicerA,2025-03-17,2026-03-07,PENDING,MANUAL_UPLOAD
LN-12829,BR-20643,PERSONAL,2021-11-21,2051-11-21,75000,54000,17.75,360,MP,VEHICLE,A,<1,VERY_HIGH,30+ DPD,30,ServicerB,2025-01-20,2026-02-04,AVAILABLE,SERVICING_SYSTEM
LN-12830,BR-22785,EDUCATION,2025-06-20,2031-06-20,750000,555000,11.58,72,PB,WORKING_CAPITAL,C,7-10,HIGH,CURRENT,0,ServicerA,2025-02-24,2026-08-09,MISSING,SERVICING_SYSTEM
LN-12831,BR-21742,BUSINESS,2019-12-29,2025-12-29,50000,38000,5.79,72,AP,WORKING_CAPITAL,C,7-10,MEDIUM,60+ DPD,60,ServicerB,2025-12-21,2026-02-22,PENDING,SERVICING_SYSTEM
LN-12832,BR-20403,EDUCATION,2019-07-10,2022-07-10,100000,45000,10.22,36,HR,WORKING_CAPITAL,B,<1,HIGH,30+ DPD,15,ServicerC,2025-09-11,2026-04-19,AVAILABLE,SERVICING_SYSTEM
LN-12833,BR-22079,AUTO,2018-03-15,2038-03-15,150000,106500,17.46,240,PB,WORKING_CAPITAL,B,<1,VERY_HIGH,60+ DPD,60,ServicerB,2025-08-31,2026-02-16,PENDING,MANUAL_UPLOAD
LN-12834,BR-23434,AUTO,2018-10-30,2020-10-30,150000,24000,16.08,24,AP,VEHICLE,A,1-3,LOW,30+ DPD,15,ServicerC,2025-01-16,2026-07-19,PENDING,MANUAL_UPLOAD
LN-12835,BR-23688,AUTO,2020-02-18,2022-02-18,150000,28500,11.79,24,UP,HOME_IMPROVEMENT,B,<1,HIGH,90+ DPD,90,ServicerA,2025-08-18,2026-08-14,AVAILABLE,MANUAL_UPLOAD
LN-12836,BR-23182,EDUCATION,2025-04-12,2040-04-12,1000000,690000,13.14,180,TS,DEBT_CONSOLIDATION,B,<1,LOW,90+ DPD,120,ServicerA,2026-04-27,2026-07-16,AVAILABLE,SERVICING_SYSTEM
LN-12837,BR-22424,AUTO,2019-11-22,2020-11-22,50000,43000,13.92,12,UP,WORKING_CAPITAL,D,4-6,VERY_HIGH,CURRENT,0,ServicerB,2025-05-27,2026-04-13,MISSING,SERVICING_SYSTEM
LN-12838,BR-21205,BUSINESS,2021-03-31,2022-03-31,200000,86000,6.82,12,AP,HOME_IMPROVEMENT,A,10+,VERY_HIGH,CURRENT,0,ServicerC,2026-03-09,2026-04-04,AVAILABLE,MANUAL_UPLOAD
LN-12839,BR-22605,HOME,2022-04-13,2029-04-13,75000,33750,11.56,84,MH,DEBT_CONSOLIDATION,E,7-10,MEDIUM,CURRENT,0,ServicerA,2026-06-12,2026-06-29,PENDING,ORIGINATION_SYSTEM
LN-12840,BR-20715,PERSONAL,2022-05-20,2023-05-20,250000,15000,7.07,12,KL,HOME_IMPROVEMENT,C,10+,LOW,CURRENT,0,ServicerB,2025-08-21,2026-04-29,MISSING,SERVICING_SYSTEM
LN-12841,BR-20829,PERSONAL,2024-09-28,2044-09-28,750000,480000,13.45,240,BR,VEHICLE,D,<1,MEDIUM,90+ DPD,90,ServicerB,2025-01-26,2026-03-15,PENDING,SERVICING_SYSTEM
LN-12842,BR-23686,PERSONAL,2024-02-26,2044-02-26,500000,215000,14.11,240,KL,VEHICLE,D,1-3,MEDIUM,CURRENT,0,ServicerC,2025-05-16,2026-07-07,AVAILABLE,SERVICING_SYSTEM
LN-12843,BR-22691,PERSONAL,2024-07-06,2030-07-06,50000,25500,16.06,72,WB,VEHICLE,C,1-3,MEDIUM,30+ DPD,15,ServicerA,2026-05-14,2026-03-20,AVAILABLE,MANUAL_UPLOAD
LN-12844,BR-21019,AUTO,2020-11-07,2050-11-07,500000,290000,14.44,360,WB,WORKING_CAPITAL,D,7-10,LOW,CURRENT,0,ServicerC,2026-02-23,2026-07-08,PENDING,SERVICING_SYSTEM
LN-12845,BR-20491,BUSINESS,2023-11-13,2024-11-13,75000,51000,11.78,12,RJ,WORKING_CAPITAL,E,7-10,LOW,CURRENT,0,ServicerC,2025-12-16,2026-03-26,PENDING,MANUAL_UPLOAD
LN-12846,BR-21233,PERSONAL,2022-12-23,2024-12-23,750000,420000,14.25,24,MH,HOME_IMPROVEMENT,B,7-10,MEDIUM,30+ DPD,30,ServicerC,2025-02-01,2026-02-24,MISSING,MANUAL_UPLOAD
LN-12847,BR-21130,HOME,2019-03-26,2021-03-26,250000,50000,13.92,24,HR,VEHICLE,C,4-6,HIGH,90+ DPD,90,ServicerB,2025-11-14,2026-06-17,AVAILABLE,MANUAL_UPLOAD
LN-12848,BR-23686,BUSINESS,2024-01-18,2027-01-18,150000,76500,8.83,36,MH,WORKING_CAPITAL,D,7-10,MEDIUM,CURRENT,0,ServicerC,2025-11-21,2026-07-18,AVAILABLE,SERVICING_SYSTEM
LN-12849,BR-23085,PERSONAL,2024-01-06,2031-01-06,75000,19500,7.85,84,GJ,EDUCATION,E,7-10,LOW,30+ DPD,30,ServicerC,2026-07-17,2026-05-22,MISSING,MANUAL_UPLOAD
LN-12850,BR-23480,EDUCATION,2018-03-08,2038-03-08,500000,275000,9.44,240,BR,DEBT_CONSOLIDATION,C,7-10,MEDIUM,CURRENT,0,ServicerC,2026-06-29,2026-04-25,AVAILABLE,SERVICING_SYSTEM
LN-12851,BR-23771,EDUCATION,2022-04-29,2028-04-29,100000,56000,10.32,72,GJ,WORKING_CAPITAL,C,7-10,VERY_HIGH,90+ DPD,120,ServicerA,2025-06-02,2026-06-08,AVAILABLE,MANUAL_UPLOAD
LN-12852,BR-22826,EDUCATION,2019-01-23,2020-01-23,1000000,140000,14.27,12,TN,HOME_IMPROVEMENT,C,<1,LOW,CURRENT,0,ServicerC,2025-09-10,2026-04-10,MISSING,ORIGINATION_SYSTEM
LN-12853,BR-20179,AUTO,2024-06-07,2044-06-07,300000,138000,15.67,240,AP,VEHICLE,C,<1,VERY_HIGH,CURRENT,0,ServicerB,2026-08-16,2026-07-18,PENDING,ORIGINATION_SYSTEM
LN-12854,BR-21554,AUTO,2019-08-05,2023-08-05,300000,228000,6.73,48,TS,WORKING_CAPITAL,E,10+,LOW,CURRENT,0,ServicerA,2025-10-19,2026-02-14,PENDING,SERVICING_SYSTEM
LN-12855,BR-23816,PERSONAL,2020-12-04,2030-12-04,100000,5000,15.59,120,PB,WORKING_CAPITAL,B,10+,HIGH,CURRENT,0,ServicerA,2025-02-02,2026-05-28,MISSING,SERVICING_SYSTEM
LN-12856,BR-20915,HOME,2019-07-22,2024-07-22,75000,33750,11.25,60,GJ,VEHICLE,C,4-6,VERY_HIGH,CURRENT,0,ServicerA,2025-06-06,2026-05-28,MISSING,SERVICING_SYSTEM
LN-12857,BR-20113,HOME,2022-05-21,2027-05-21,1000000,630000,15.24,60,RJ,WORKING_CAPITAL,D,<1,LOW,30+ DPD,30,ServicerC,2025-08-16,2026-08-09,AVAILABLE,MANUAL_UPLOAD
LN-12858,BR-23977,AUTO,2024-05-11,2034-05-11,50000,36000,14.97,120,AP,DEBT_CONSOLIDATION,E,7-10,VERY_HIGH,60+ DPD,60,ServicerA,2025-11-30,2026-03-02,MISSING,SERVICING_SYSTEM
LN-12859,BR-22543,HOME,2021-06-17,2051-06-17,250000,57500,16.26,360,TN,HOME_IMPROVEMENT,C,<1,LOW,30+ DPD,15,ServicerB,2026-05-13,2026-06-19,AVAILABLE,SERVICING_SYSTEM
LN-12860,BR-22706,EDUCATION,2019-02-21,2023-02-21,500000,230000,17.47,48,PB,HOME_IMPROVEMENT,B,<1,MEDIUM,90+ DPD,90,ServicerC,2026-04-25,2026-05-21,MISSING,ORIGINATION_SYSTEM
LN-12861,BR-22605,HOME,2018-01-16,2038-01-16,1000000,430000,7.88,240,KA,WORKING_CAPITAL,A,1-3,VERY_HIGH,90+ DPD,90,ServicerB,2026-05-14,2026-06-17,AVAILABLE,SERVICING_SYSTEM
LN-12862,BR-20205,AUTO,2018-12-27,2025-12-27,150000,16500,5.4,84,DL,WORKING_CAPITAL,E,4-6,MEDIUM,90+ DPD,90,ServicerB,2026-02-10,2026-05-06,MISSING,SERVICING_SYSTEM
LN-12863,BR-20415,EDUCATION,2019-10-29,2020-10-29,150000,120000,9.32,12,UP,EDUCATION,A,4-6,VERY_HIGH,CURRENT,0,ServicerA,2025-04-30,2026-02-25,MISSING,ORIGINATION_SYSTEM
LN-12864,BR-23071,PERSONAL,2025-03-09,2045-03-09,300000,96000,16.8,240,RJ,EDUCATION,A,7-10,VERY_HIGH,30+ DPD,15,ServicerB,2025-02-27,2026-07-06,AVAILABLE,MANUAL_UPLOAD
LN-12865,BR-21227,EDUCATION,2023-10-09,2027-10-09,150000,139500,15.3,48,KA,HOME_IMPROVEMENT,D,4-6,LOW,30+ DPD,30,ServicerB,2025-07-23,2026-04-02,MISSING,SERVICING_SYSTEM
LN-12866,BR-22956,EDUCATION,2019-12-08,2025-12-08,500000,470000,13.78,72,HR,WORKING_CAPITAL,C,1-3,HIGH,60+ DPD,60,ServicerA,2025-01-16,2026-03-17,AVAILABLE,ORIGINATION_SYSTEM
LN-12867,BR-22097,HOME,2020-05-10,2035-05-10,750000,75000,17,180,WB,EDUCATION,E,4-6,VERY_HIGH,60+ DPD,45,ServicerC,2026-04-04,2026-03-02,MISSING,SERVICING_SYSTEM
LN-12868,BR-21335,HOME,2024-05-24,2026-05-24,100000,80000,10.86,24,TN,HOME_IMPROVEMENT,E,7-10,MEDIUM,90+ DPD,90,ServicerA,2025-08-17,2026-03-09,AVAILABLE,ORIGINATION_SYSTEM
LN-12869,BR-21181,EDUCATION,2022-06-26,2028-06-26,750000,442500,5.53,72,MH,EDUCATION,B,7-10,MEDIUM,CURRENT,0,ServicerA,2025-08-23,2026-03-12,PENDING,SERVICING_SYSTEM
LN-12870,BR-20856,PERSONAL,2021-02-17,2041-02-17,150000,55500,18,240,MH,EDUCATION,B,1-3,LOW,CURRENT,0,ServicerC,2026-02-12,2026-03-26,PENDING,ORIGINATION_SYSTEM
LN-12871,BR-23156,AUTO,2018-02-07,2028-02-07,300000,30000,12.77,120,PB,VEHICLE,B,4-6,LOW,CURRENT,0,ServicerA,2025-12-06,2026-02-13,PENDING,MANUAL_UPLOAD
LN-12872,BR-20204,AUTO,2021-01-24,2024-01-24,150000,49500,7.59,36,TN,DEBT_CONSOLIDATION,A,4-6,VERY_HIGH,60+ DPD,60,ServicerA,2026-03-23,2026-06-16,MISSING,SERVICING_SYSTEM
LN-12873,BR-23103,PERSONAL,2021-12-22,2036-12-22,150000,103500,6.63,180,GJ,HOME_IMPROVEMENT,E,<1,MEDIUM,90+ DPD,120,ServicerB,2025-02-08,2026-07-02,AVAILABLE,SERVICING_SYSTEM
LN-12874,BR-21536,BUSINESS,2024-06-28,2026-06-28,1000000,370000,10.1,24,GJ,VEHICLE,C,4-6,VERY_HIGH,60+ DPD,60,ServicerB,2025-10-02,2026-06-04,PENDING,SERVICING_SYSTEM
LN-12875,BR-22333,HOME,2022-12-16,2026-12-16,1000000,900000,17.04,48,RJ,VEHICLE,E,4-6,HIGH,30+ DPD,15,ServicerC,2026-07-28,2026-08-17,AVAILABLE,ORIGINATION_SYSTEM
LN-12876,BR-20362,PERSONAL,2018-05-21,2019-05-21,75000,45000,6.22,12,TS,DEBT_CONSOLIDATION,E,10+,HIGH,30+ DPD,30,ServicerB,2026-03-29,2026-05-31,PENDING,MANUAL_UPLOAD
LN-12877,BR-21537,AUTO,2022-07-28,2024-07-28,75000,8250,5.45,24,BR,WORKING_CAPITAL,D,10+,HIGH,CURRENT,0,ServicerB,2025-04-03,2026-03-06,PENDING,MANUAL_UPLOAD
LN-12878,BR-23376,PERSONAL,2023-10-16,2027-10-16,150000,91500,10.91,48,WB,DEBT_CONSOLIDATION,E,4-6,LOW,60+ DPD,60,ServicerB,2026-02-18,2026-06-24,MISSING,ORIGINATION_SYSTEM
LN-12879,BR-21128,PERSONAL,2022-12-19,2028-12-19,250000,187500,13.53,72,UP,EDUCATION,D,4-6,HIGH,60+ DPD,60,ServicerB,2025-04-30,2026-04-06,PENDING,ORIGINATION_SYSTEM
LN-12880,BR-23382,PERSONAL,2020-03-08,2025-03-08,750000,405000,17.55,60,RJ,WORKING_CAPITAL,C,4-6,HIGH,30+ DPD,15,ServicerC,2026-08-10,2026-02-01,PENDING,ORIGINATION_SYSTEM
LN-12881,BR-23850,HOME,2019-02-12,2021-02-12,1000000,750000,5.34,24,UP,VEHICLE,C,1-3,LOW,30+ DPD,15,ServicerC,2026-03-13,2026-06-14,MISSING,MANUAL_UPLOAD
LN-12882,BR-23912,AUTO,2020-06-23,2035-06-23,750000,345000,6.86,180,TS,HOME_IMPROVEMENT,B,4-6,VERY_HIGH,60+ DPD,45,ServicerC,2026-03-18,2026-07-22,PENDING,MANUAL_UPLOAD
LN-12883,BR-20685,AUTO,2018-02-24,2023-02-24,500000,405000,12.65,60,PB,DEBT_CONSOLIDATION,A,4-6,HIGH,CURRENT,0,ServicerA,2026-08-15,2026-05-25,AVAILABLE,MANUAL_UPLOAD
LN-12884,BR-20853,PERSONAL,2019-07-13,2034-07-13,300000,180000,15.33,180,MH,WORKING_CAPITAL,D,1-3,MEDIUM,60+ DPD,45,ServicerB,2026-01-19,2026-08-02,PENDING,ORIGINATION_SYSTEM
LN-12885,BR-23978,BUSINESS,2022-10-17,2042-10-17,250000,122500,10.5,240,UP,VEHICLE,C,1-3,HIGH,30+ DPD,15,ServicerB,2025-03-09,2026-05-11,MISSING,ORIGINATION_SYSTEM
LN-12886,BR-21952,PERSONAL,2019-04-19,2039-04-19,750000,367500,15.09,240,KL,WORKING_CAPITAL,B,<1,LOW,CURRENT,0,ServicerC,2025-09-27,2026-03-09,PENDING,SERVICING_SYSTEM
LN-12887,BR-20432,HOME,2018-10-02,2038-10-02,500000,335000,11.25,240,DL,EDUCATION,E,<1,HIGH,90+ DPD,120,ServicerA,2025-02-16,2026-06-30,MISSING,ORIGINATION_SYSTEM
LN-12888,BR-21895,BUSINESS,2018-01-11,2048-01-11,750000,45000,17.71,360,GJ,HOME_IMPROVEMENT,B,<1,HIGH,60+ DPD,60,ServicerC,2025-03-24,2026-05-07,AVAILABLE,MANUAL_UPLOAD
LN-12889,BR-21770,PERSONAL,2025-06-25,2030-06-25,1000000,220000,8.15,60,HR,VEHICLE,D,<1,VERY_HIGH,CURRENT,0,ServicerB,2026-06-07,2026-06-28,PENDING,MANUAL_UPLOAD
