loan_id,application_document,income_document,identity_document,document_status
LN-12403,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12404,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12405,MISSING,MISSING,MISSING,PENDING
LN-12406,MISSING,MISSING,AVAILABLE,MISSING
LN-12407,MISSING,MISSING,MISSING,MISSING
LN-12408,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12409,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12410,AVAILABLE,MISSING,MISSING,MISSING
LN-12411,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12412,MISSING,MISSING,MISSING,PENDING
LN-12413,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12414,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12415,MISSING,MISSING,AVAILABLE,PENDING
LN-12416,MISSING,MISSING,AVAILABLE,MISSING
LN-12417,MISSING,MISSING,MISSING,AVAILABLE
LN-12418,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12419,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12420,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12421,MISSING,MISSING,MISSING,AVAILABLE
LN-12422,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12423,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12424,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12425,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12426,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12427,MISSING,MISSING,MISSING,MISSING
LN-12428,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12429,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12430,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12431,MISSING,MISSING,MISSING,MISSING
LN-12432,AVAILABLE,MISSING,MISSING,PENDING
LN-12433,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12434,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12435,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12436,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12437,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12438,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12439,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12440,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12441,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12442,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12443,MISSING,AVAILABLE,MISSING,PENDING
LN-12444,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12445,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12446,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12447,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12448,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12449,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12450,MISSING,AVAILABLE,MISSING,MISSING
LN-12451,AVAILABLE,MISSING,MISSING,MISSING
LN-12452,MISSING,MISSING,MISSING,PENDING
LN-12453,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12454,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12455,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12456,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12457,MISSING,AVAILABLE,MISSING,MISSING
LN-12458,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12459,MISSING,MISSING,AVAILABLE,PENDING
LN-12460,MISSING,AVAILABLE,MISSING,MISSING
LN-12461,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12462,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12463,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12464,MISSING,MISSING,MISSING,MISSING
LN-12465,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12466,MISSING,MISSING,MISSING,MISSING
LN-12467,MISSING,MISSING,AVAILABLE,PENDING
LN-12468,AVAILABLE,MISSING,MISSING,MISSING
LN-12469,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12470,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12471,MISSING,MISSING,AVAILABLE,PENDING
LN-12472,MISSING,MISSING,MISSING,AVAILABLE
LN-12473,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12474,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12475,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12476,MISSING,MISSING,AVAILABLE,PENDING
LN-12477,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12478,MISSING,AVAILABLE,MISSING,PENDING
LN-12479,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12480,MISSING,AVAILABLE,MISSING,MISSING
LN-12481,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12482,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12483,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12484,AVAILABLE,MISSING,MISSING,MISSING
LN-12485,AVAILABLE,MISSING,MISSING,MISSING
LN-12486,MISSING,MISSING,MISSING,AVAILABLE
LN-12487,MISSING,MISSING,MISSING,MISSING
LN-12488,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12489,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12490,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12491,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12492,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12493,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12494,MISSING,MISSING,MISSING,AVAILABLE
LN-12495,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12496,AVAILABLE,MISSING,MISSING,MISSING
LN-12497,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12498,MISSING,MISSING,AVAILABLE,MISSING
LN-12499,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12500,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12501,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12502,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12503,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12504,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12505,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12506,AVAILABLE,MISSING,MISSING,PENDING
LN-12507,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12508,AVAILABLE,MISSING,MISSING,MISSING
LN-12509,AVAILABLE,MISSING,MISSING,MISSING
LN-12510,MISSING,MISSING,MISSING,AVAILABLE
LN-12511,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12512,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12513,MISSING,MISSING,AVAILABLE,MISSING
LN-12514,MISSING,MISSING,AVAILABLE,MISSING
LN-12515,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12516,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12517,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12518,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12519,MISSING,MISSING,MISSING,PENDING
LN-12520,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12521,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12522,MISSING,MISSING,AVAILABLE,PENDING
LN-12523,MISSING,AVAILABLE,MISSING,PENDING
LN-12524,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12525,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12526,MISSING,MISSING,MISSING,MISSING
LN-12527,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12528,AVAILABLE,MISSING,MISSING,MISSING
LN-12529,MISSING,MISSING,AVAILABLE,MISSING
LN-12530,MISSING,MISSING,AVAILABLE,PENDING
LN-12531,AVAILABLE,MISSING,MISSING,PENDING
LN-12532,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12533,MISSING,MISSING,MISSING,PENDING
LN-12534,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12535,MISSING,AVAILABLE,MISSING,MISSING
LN-12536,MISSING,AVAILABLE,MISSING,MISSING
LN-12537,MISSING,AVAILABLE,MISSING,PENDING
LN-12538,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12539,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12540,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12541,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12542,MISSING,AVAILABLE,MISSING,MISSING
LN-12543,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12544,MISSING,MISSING,AVAILABLE,PENDING
LN-12545,AVAILABLE,MISSING,MISSING,MISSING
LN-12546,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12547,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12548,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12549,MISSING,MISSING,MISSING,AVAILABLE
LN-12550,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12551,MISSING,AVAILABLE,MISSING,MISSING
LN-12552,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12553,MISSING,AVAILABLE,MISSING,PENDING
LN-12554,MISSING,MISSING,MISSING,PENDING
LN-12555,MISSING,MISSING,MISSING,MISSING
LN-12556,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12557,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12558,MISSING,MISSING,AVAILABLE,MISSING
LN-12559,MISSING,MISSING,MISSING,PENDING
LN-12560,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12561,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12562,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12563,MISSING,AVAILABLE,MISSING,PENDING
LN-12564,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12565,MISSING,MISSING,MISSING,MISSING
LN-12566,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12567,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12568,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12569,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12570,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12571,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12572,MISSING,MISSING,MISSING,MISSING
LN-12573,MISSING,MISSING,MISSING,AVAILABLE
LN-12574,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12575,AVAILABLE,MISSING,MISSING,PENDING
LN-12576,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12577,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12578,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12579,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12580,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12581,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12582,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12583,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12584,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12585,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12586,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12587,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12588,AVAILABLE,MISSING,MISSING,PENDING
LN-12589,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12590,AVAILABLE,MISSING,MISSING,PENDING
LN-12591,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12592,MISSING,MISSING,MISSING,AVAILABLE
LN-12593,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12594,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12595,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12596,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12597,MISSING,AVAILABLE,MISSING,PENDING
LN-12598,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12599,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12600,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12601,MISSING,MISSING,AVAILABLE,MISSING
LN-12602,AVAILABLE,MISSING,MISSING,MISSING
LN-12603,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12604,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12605,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12606,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12607,MISSING,MISSING,MISSING,PENDING
LN-12608,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12609,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12610,MISSING,MISSING,AVAILABLE,PENDING
LN-12611,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12612,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12613,MISSING,MISSING,AVAILABLE,MISSING
LN-12614,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12615,MISSING,AVAILABLE,MISSING,MISSING
LN-12616,MISSING,MISSING,AVAILABLE,MISSING
LN-12617,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12618,AVAILABLE,MISSING,MISSING,MISSING
LN-12619,MISSING,AVAILABLE,MISSING,PENDING
LN-12620,MISSING,MISSING,MISSING,MISSING
LN-12621,MISSING,MISSING,AVAILABLE,MISSING
LN-12622,AVAILABLE,MISSING,MISSING,MISSING
LN-12623,AVAILABLE,MISSING,MISSING,PENDING
LN-12624,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12625,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12626,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12627,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12628,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12629,MISSING,MISSING,MISSING,PENDING
LN-12630,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12631,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12632,MISSING,AVAILABLE,MISSING,MISSING
LN-12633,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12634,AVAILABLE,MISSING,MISSING,PENDING
LN-12635,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12636,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12637,AVAILABLE,MISSING,MISSING,MISSING
LN-12638,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12639,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12640,AVAILABLE,MISSING,MISSING,PENDING
LN-12641,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12642,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12643,AVAILABLE,MISSING,MISSING,PENDING
LN-12644,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12645,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12646,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12647,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12648,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12649,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12650,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12651,MISSING,AVAILABLE,MISSING,MISSING
LN-12652,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12653,MISSING,MISSING,MISSING,MISSING
LN-12654,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12655,MISSING,MISSING,AVAILABLE,MISSING
LN-12656,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12657,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12658,MISSING,MISSING,AVAILABLE,MISSING
LN-12659,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12660,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12661,MISSING,MISSING,AVAILABLE,PENDING
LN-12662,MISSING,MISSING,MISSING,MISSING
LN-12663,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12664,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12665,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12666,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12667,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12668,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12669,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12670,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12671,MISSING,MISSING,AVAILABLE,PENDING
LN-12672,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12673,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12674,MISSING,MISSING,MISSING,PENDING
LN-12675,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12676,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12677,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12678,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12679,MISSING,MISSING,MISSING,PENDING
LN-12680,MISSING,AVAILABLE,MISSING,MISSING
LN-12681,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12682,MISSING,AVAILABLE,MISSING,PENDING
LN-12683,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12684,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12685,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12686,MISSING,MISSING,MISSING,PENDING
LN-12687,MISSING,MISSING,MISSING,AVAILABLE
LN-12688,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12689,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12690,MISSING,MISSING,MISSING,AVAILABLE
LN-12691,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12692,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12693,MISSING,MISSING,MISSING,AVAILABLE
LN-12694,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12695,AVAILABLE,MISSING,MISSING,MISSING
LN-12696,AVAILABLE,MISSING,MISSING,PENDING
LN-12697,MISSING,AVAILABLE,MISSING,PENDING
LN-12698,MISSING,MISSING,MISSING,MISSING
LN-12699,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12700,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12701,MISSING,MISSING,AVAILABLE,MISSING
LN-12702,AVAILABLE,MISSING,MISSING,PENDING
LN-12703,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12704,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12705,MISSING,AVAILABLE,MISSING,MISSING
LN-12706,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12707,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12708,AVAILABLE,MISSING,MISSING,MISSING
LN-12709,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12710,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12711,MISSING,MISSING,MISSING,MISSING
LN-12712,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12713,MISSING,AVAILABLE,MISSING,PENDING
LN-12714,MISSING,MISSING,MISSING,AVAILABLE
LN-12715,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12716,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12717,AVAILABLE,MISSING,MISSING,PENDING
LN-12718,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12719,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12720,MISSING,MISSING,MISSING,MISSING
LN-12721,MISSING,MISSING,MISSING,AVAILABLE
LN-12722,MISSING,MISSING,AVAILABLE,MISSING
LN-12723,MISSING,AVAILABLE,MISSING,MISSING
LN-12724,MISSING,MISSING,MISSING,AVAILABLE
LN-12725,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12726,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12727,MISSING,MISSING,MISSING,PENDING
LN-12728,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12729,MISSING,MISSING,AVAILABLE,PENDING
LN-12730,AVAILABLE,MISSING,MISSING,PENDING
LN-12731,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12732,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12733,MISSING,AVAILABLE,MISSING,PENDING
LN-12734,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12735,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12736,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12737,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12738,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12739,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12740,MISSING,MISSING,AVAILABLE,PENDING
LN-12741,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12742,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12743,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12744,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12745,MISSING,MISSING,AVAILABLE,MISSING
LN-12746,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12747,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12748,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12749,AVAILABLE,MISSING,MISSING,MISSING
LN-12750,MISSING,AVAILABLE,MISSING,PENDING
LN-12751,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12752,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12753,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12754,MISSING,MISSING,MISSING,MISSING
LN-12755,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12756,MISSING,MISSING,MISSING,AVAILABLE
LN-12757,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12758,MISSING,MISSING,AVAILABLE,MISSING
LN-12759,MISSING,MISSING,AVAILABLE,MISSING
LN-12760,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12761,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12762,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12763,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12764,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12765,MISSING,AVAILABLE,MISSING,MISSING
LN-12766,MISSING,MISSING,MISSING,PENDING
LN-12767,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12768,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12769,AVAILABLE,MISSING,MISSING,PENDING
LN-12770,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12771,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12772,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12773,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12774,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12775,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12776,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12777,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12778,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12779,MISSING,MISSING,MISSING,MISSING
LN-12780,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12781,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-12782,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-12783,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12784,MISSING,MISSING,MISSING,AVAILABLE
LN-12785,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12786,MISSING,MISSING,MISSING,MISSING
LN-12787,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12788,MISSING,MISSING,AVAILABLE,MISSING
LN-12789,MISSING,AVAILABLE,MISSING,MISSING
LN-12790,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12791,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12792,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12793,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12794,MISSING,AVAILABLE,MISSING,MISSING
LN-12795,MISSING,AVAILABLE,MISSING,MISSING
LN-12796,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12797,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12798,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12799,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12800,MISSING,MISSING,MISSING,MISSING
LN-12801,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12802,MISSING,MISSING,MISSING,MISSING
LN-12803,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12804,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12805,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-12806,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12807,MISSING,MISSING,AVAILABLE,PENDING
LN-12808,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12809,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12810,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12811,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-12812,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12813,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12814,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12815,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12816,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-12817,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12818,MISSING,MISSING,MISSING,AVAILABLE
LN-12819,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-12820,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-12821,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12822,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12823,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12824,MISSING,MISSING,MISSING,MISSING
LN-12825,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-12826,AVAILABLE,MISSING,MISSING,MISSING
LN-12827,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-12828,MISSING,MISSING,MISSING,PENDING
LN-12829,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-12830,MISSING,MISSING,MISSING,MISSING
LN-12831,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12832,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12833,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12834,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-12835,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-12836,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-12837,AVAILABLE,MISSING,MISSING,MISSING
LN-12838,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-12839,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-12840,AVAILABLE,MISSING,MISSING,MISSING
LN-12841,MISSING,MISSING,MISSING,PENDING
LN-12842,MISSING,MISSING,AVAILABLE,AVAILABLE
